event,,gameId,playId,event,nflId,frameId,displayName,club,weight,position,x,y,s,a,dis,o,dir,dir_cos,dir_sin,dir_tan,slope,o_sin,force,force_x,force_y,momentum,momentum_x,momentum_y,momentum_y_abs,in_phase,nflId_ball_carrier,displayName_ball_carrier,club_ball_carrier,x_ball_carrier,y_ball_carrier,s_ball_carrier,a_ball_carrier,dis_ball_carrier,o_ball_carrier,dir_ball_carrier,dir_cos_ball_carrier,dir_sin_ball_carrier,dir_tan_ball_carrier,slope_ball_carrier,o_sin_ball_carrier,force_ball_carrier,force_x_ball_carrier,force_y_ball_carrier,momentum_ball_carrier,momentum_x_ball_carrier,momentum_y_ball_carrier,momentum_y_abs_ball_carrier,in_phase_ball_carrier,weight_ball_carrier,tackler_to_ball_carrier_dist,force_diff,force_sum,force_x_diff,force_y_diff,force_x_sum,force_y_sum,momentum_diff,momentum_sum,momentum_x_diff,momentum_y_diff,momentum_x_sum,momentum_y_sum,x_contact,y_contact,contact_y_check,tackler_to_contact_dist,ball_carrier_to_contact_dist,bc_arrow_dist,contact_bc_arrow_dist,behind_ball_carrier,tackler_arrow_dist,contact_t_arrow_dist,behind_tackler,behind_player,tackler_time_to_contact,ball_carrier_time_to_contact,diff_time_to_contact,contact_angle,contact_angle_cos,contact_angle_force,contact_angle_force_y,contact_angle_force_y_abs,contact_angle_force_diff,contact_angle_force_sum,contact_angle_momentum,contact_angle_momentum_y,contact_angle_momentum_y_abs,contact_angle_momentum_diff,contact_angle_momentum_sum,make_contact,in_field
pff_missedTackle,13282,2022100902,3360,pff_missedTackle,53481.0,30,Jeremiah Owusu-Koramoah,CLE,215,OLB,72.82,28.493333333333336,5.08,3.68,0.5,204.58,173.25,-0.9930684569549264,0.1175373974578375,-0.1183577996407677,-8.448957339821598,-0.4159633836299526,791.2,92.99558886864108,-785.7157631427377,1092.2,128.37434550345017,-1084.6293686861704,1084.6293686861704,0.5335007810877902,52520.0,Joshua Kelley,LAC,71.18,27.493333333333336,6.21,1.57,0.62,106.14,128.38,-0.6208741818182458,0.7839102310542476,-1.2625911239513077,-0.7920220418392275,0.9605853178867106,343.83000000000004,269.531854743382,-213.47516993456748,1359.99,1066.110075131466,-844.3826785309961,844.3826785309961,0.176675086832463,219,1.9208331525668636,-447.37,1135.0300000000002,176.5362658747409,572.2405932081703,362.52744361202303,-999.1909330773052,267.79,2452.19,937.735729628016,240.2466901551743,1194.4844206349162,-1929.0120472171664,73.12023972505318,25.956620704639143,25.956620704639136,2.554418691811626,2.475078967197337,1.000000000000001,1.475078967197336,False,1.0000000000000002,1.5544186918116258,False,False,0.5028383251597689,0.3985634407725181,0.1042748843872508,-44.870000000000005,0.7087093341000861,560.7308251399882,-613.6735857968687,613.6735857968687,216.9008251399881,904.5608251399882,774.0523347041141,-770.5477422840912,770.5477422840912,-585.937665295886,2134.042334704114,True,True
pff_missedTackle,1438,2022091105,3691,pff_missedTackle,54502.0,40,Jalen Pitre,HOU,200,FS,73.31,20.66,3.62,1.49,0.35,312.1,39.26,0.7742822043762886,0.6328404759386013,0.8173253529033079,1.223502973996578,-0.7419758409756162,298.0,188.5864618297032,230.736096904134,724.0,458.1765045795473,560.580315968433,560.580315968433,1.3748163169142176,52449.0,Jonathan Taylor,IND,71.78,21.97,5.19,2.2,0.52,66.94,85.49,0.0786330894303997,0.9969036248537924,12.677915011035893,0.0788773232135977,0.9200951761230768,486.2000000000001,484.6945424039139,38.23140808106034,1146.99,1143.4384886710511,90.19136724577416,90.19136724577416,0.0768084487307155,221,2.0141995928904364,188.20000000000005,784.2,296.1080805742107,-192.50468882307365,673.2810042336171,268.96750498519435,422.99,1870.99,685.261984091504,-470.3889487226588,1601.614993250599,650.7716832142071,74.55991284577466,22.1892720840418,22.189272084041814,1.9750836005248125,2.788547234124429,0.999999999999994,1.7885472341244355,False,1.000000000000003,0.9750836005248092,False,False,0.5456032045648653,0.5372923379815856,0.0083108665832797,46.23,0.6917651662384785,206.1460195390666,232.29521726969045,232.29521726969045,-280.0539804609334,692.3460195390667,500.8379803566584,522.8167149511034,522.8167149511034,-646.1520196433416,1647.8279803566584,True,True
pff_missedTackle,4415,2022091806,3630,pff_missedTackle,45395.0,42,Arthur Maulet,PIT,190,CB,75.57,30.243333333333336,1.32,5.62,0.09,241.94,135.58999999999995,-0.7143505544619073,0.6997880288630018,-0.97961431469753,-1.0208099095701393,-0.8824554793477292,1067.8,747.2336572199133,-762.7835220544246,250.8,175.50683763884086,-179.15911905904636,179.15911905904636,1.582243508210731,47870.0,Damien Harris,NE,73.59,29.503333333333337,6.24,4.52,0.62,132.76,108.60000000000002,-0.3189593092980703,0.9477684100095856,-2.9714398745574395,-0.3365371813720236,0.7342040251721704,971.8,921.0413408473152,-309.96465677586474,1341.6,1271.52609886886,-427.9158093542912,427.9158093542912,0.2135643848374151,215,2.113764414498445,-96.0,2039.6,173.80768362740184,452.8188652785598,1668.2749980672284,-1072.7481788302894,1090.8000000000002,1592.4,1096.0192612300193,-248.7566902952448,1447.032936507701,-607.0749284133376,77.62523844683962,28.14532556026991,28.14532556026991,2.936944277510608,4.257620748088452,1.000000000000001,3.2576207480884505,False,0.9999999999999978,1.9369442775106096,False,False,2.2249577859928844,0.6823110173218673,1.542646768671017,-26.989999999999952,0.8910857469070929,951.5013605473936,-1024.2865620739813,1024.2865620739813,-20.298639452606267,1923.3013605473936,223.4843053242989,-113.82181369893712,113.82181369893712,-1118.1156946757012,1565.084305324299,True,True
pff_missedTackle,19617,2022102304,2012,pff_missedTackle,46249.0,21,Folorunso Fatukasi,JAX,318,DT,87.31,29.94,1.57,1.74,0.16,302.55,326.34,0.8323412738406634,-0.5542634787366941,-0.6659089200024434,-1.5017068700571377,-0.8429222423709944,553.32,-306.68506805458765,460.5510736415159,499.2600000000001,-276.721584394082,415.5547043776896,415.5547043776896,0.2886587636343003,45186.0,Matt Breida,NYG,85.65,31.21,4.15,2.12,0.41,61.28,57.72,0.5340572648005886,0.8454483058790254,1.5830667638136278,0.6316852977135261,0.8769784806466767,402.8,340.54657760807146,215.1182662616771,788.5000000000001,666.6359891856116,421.10415329526415,421.10415329526415,0.0315301747676513,190,2.0900956915892603,-150.52000000000004,956.12,647.231645662659,-245.4328073798388,33.86150955348381,675.669339903193,289.24000000000007,1287.7600000000002,943.3575735796936,5.549448917574523,389.9144047915297,836.6588576729538,86.22318735053419,31.57207402216782,31.57207402216781,1.9608231304413808,0.6779685363947051,1.0000000000000049,0.3220314636052996,False,1.0000000000000022,0.9608231304413786,False,False,1.24893193021744,0.1633659123842663,1.0855660178331736,-268.62,-0.0240832150205704,-13.325724535182069,553.2670987894112,553.2670987894112,-416.1257245351821,389.47427546481794,-12.023785931170028,499.1151932889656,499.1151932889656,-800.5237859311701,776.4762140688301,True,True
pff_missedTackle,17851,2022101609,1195,pff_missedTackle,44848.0,44,Budda Baker,ARI,195,SS,100.96,37.73333333333333,4.41,5.26,0.43,272.34000000000003,284.38,0.2483517727158454,-0.9686699112643568,-3.900394592200764,-0.2563843160893516,-0.99916613434254,1025.7,-993.5647279838508,254.7344132746427,859.95,-833.0076901917837,213.57010694699133,213.57010694699133,0.0304962230781832,39987.0,Geno Smith,SEA,99.07,36.99333333333334,6.63,3.62,0.66,11.360000000000014,7.069999999999993,0.9923965194377008,0.1230818760335468,0.1240248969265692,8.062897247091158,0.1969729338844427,800.02,98.46796246435817,793.9370634805493,1465.23,180.3432572206339,1454.089152175702,1454.089152175702,0.0738910578508959,221,2.029704411977283,-225.6800000000001,1825.72,1092.032690448209,539.2026502059066,-895.0967655194927,1048.671476755192,605.28,2325.1800000000003,1013.3509474124176,1240.5190452287109,-652.6644329711498,1667.6592591226934,99.2171961668936,38.18016090216224,38.18016090216222,1.7991720531833215,1.1959207288447256,0.9999999999999976,0.195920728844728,False,0.9999999999999992,0.7991720531833225,False,False,0.4079755222637917,0.1803802004290687,0.227595321834723,-277.31,0.127237724903721,130.5077344337467,-770.4843806944823,770.4843806944823,-669.5122655662533,930.5277344337468,109.41808153095494,852.9605418388857,852.9605418388857,-1355.8119184690452,1574.6480815309549,True,True
pff_missedTackle,20638,2022102309,805,pff_missedTackle,41231.0,32,Khalil Mack,LAC,269,OLB,76.13,37.373333333333335,3.67,5.02,0.35,161.29999999999995,113.22000000000004,-0.3942627243429514,0.9189977715934212,-2.3309273610000885,-0.4290137979979557,0.3206129905856769,1350.38,1240.996210804324,-532.4044976982348,987.23,907.2621700501732,-389.227989353092,389.227989353092,0.5983847810077443,52552.0,DeeJay Dallas,SEA,76.59,35.443333333333335,6.03,2.01,0.6,80.92000000000002,73.99000000000001,0.2758051234336244,0.9612135735037054,3.4851186284617084,0.2869342787454523,0.9874689541733452,430.13999999999993,413.45640650688375,118.6348157937392,1290.42,1240.3692195206515,355.90444738121766,355.90444738121766,0.0262553806696399,214,1.984061490982577,-920.24,1780.5199999999998,-827.5398042974402,651.039313491974,1654.4526173112076,-413.76968190449554,303.19000000000005,2277.65,333.1070494704783,745.1324367343096,2147.631389570825,-33.323541971874306,79.01008283729479,36.13773805675676,36.13773805675677,3.133938869406736,2.517736852667797,0.9999999999999944,1.517736852667802,False,1.000000000000003,2.1339388694067325,False,False,0.8539342968410725,0.417535133112404,0.4363991637286684,-39.23000000000002,0.7746134527225694,1046.022514287503,-1349.3047932437637,1349.3047932437637,615.8825142875035,1476.1625142875032,764.7216389313022,-624.3587813510939,624.3587813510939,-525.6983610686979,2055.141638931302,True,True
pff_missedTackle,3923,2022091804,960,pff_missedTackle,46197.0,24,Kentavius Street,NO,287,DT,100.23,21.683333333333337,3.23,2.24,0.33,304.02,319.08000000000004,0.7556248754641239,-0.655004616456882,-0.8668383449586167,-1.1536176333405517,-0.8288423269047623,642.8800000000001,-421.0893678278004,485.7761199383761,927.01,-607.1958295016942,700.4718158039975,700.4718158039975,0.1738377104478803,44816.0,Leonard Fournette,TB,98.87,23.16333333333333,3.31,2.86,0.33,98.98000000000002,69.15999999999997,0.3557595072571253,0.9345775371771822,2.626992443245419,0.3806634474991438,0.9877428863501856,652.0799999999999,609.4193204424969,231.98365949222628,754.6800000000001,705.3069757568759,268.4845849368074,268.4845849368074,0.0531653491730034,228,2.0099751242241752,9.199999999999818,1294.96,1030.5086882702972,-253.79246044614985,188.32995261469648,717.7597794306024,-172.32999999999993,1681.69,1312.50280525857,-431.9872308671901,98.11114625518168,968.9564007408048,98.92795547012447,23.185394862392343,23.185394862392343,1.987840233735566,0.0620124792422436,0.9999999999999948,0.9379875207577512,False,0.9999999999999986,0.9878402337355676,False,False,0.6154304129212279,0.0187348879885932,0.5966955249326347,-249.92000000000007,-0.3433318679216141,-220.72119124944732,634.318440817476,634.318440817476,-872.8011912494472,431.3588087505526,-318.2720748820155,870.660913588233,870.660913588233,-1072.9520748820155,436.4079251179846,True,True
pff_missedTackle,20977,2022102311,493,pff_missedTackle,44877.0,26,Larry Ogunjobi,PIT,305,DT,83.36,25.14,4.65,1.33,0.5,208.39,213.96,-0.8294277607846828,-0.5586139898352949,0.673493239853482,1.4847958982001814,-0.4754706741883135,405.65,-226.60176497668735,-336.45737116230663,1418.25,-792.254291083907,-1176.3359217328764,1176.3359217328764,0.0831433156469813,42718.0,Raheem Mostert,MIA,81.19,25.0,6.28,0.91,0.62,145.99,191.44,-0.980132944891586,-0.1983416505380231,0.2023619872913893,4.94163955091061,0.5593375893056556,179.27,-35.5567076919514,-175.70843303071462,1237.16,-245.38035637962068,-1212.5812741020743,1212.5812741020743,0.7576792398436787,197,2.1745114393812712,-226.38,584.9200000000001,191.045057284736,160.748938131592,-262.15847266863875,-512.1658041930212,-181.08999999999992,2655.41,546.8739347042863,-36.24535236919815,-1037.6346474635277,-2388.9171958349507,80.29843318103846,20.59419814514013,20.59419814514014,5.48064830933474,4.495106381050386,1.000000000000001,3.495106381050385,False,0.999999999999999,4.480648309334741,False,False,1.1786340450182236,0.7157812708678958,0.4628527741503278,-22.52000000000001,0.923745894510288,374.7175221080984,204.66746604203385,204.66746604203385,195.4475221080984,553.9875221080985,1310.102614889216,-543.1981231193997,543.1981231193997,72.94261488921597,2547.262614889216,True,True
pff_missedTackle,6062,2022092200,847,pff_missedTackle,45038.0,24,Isaac Rochell,CLE,280,DE,96.75,27.21,1.61,5.41,0.16,230.23,232.1,-0.6142852000989432,-0.7890840848346907,1.2845565621759936,0.7784787602548509,-0.768618578918465,1514.8,-1195.3045717075895,-930.519221109879,450.8,-355.7191054434786,-276.9197682046036,276.9197682046036,0.0204655059162257,54905.0,Jaylen Warren,PIT,95.09,26.4,5.81,1.48,0.57,90.15,122.49,-0.537152400587904,0.8434852094391768,-1.570290309632791,-0.6368249194850143,0.9999965730559848,333.0,280.88057474324586,-178.87174939577204,1307.25,1102.646040039364,-702.1924756685376,702.1924756685376,0.1565113636168079,225,1.8470787747142765,-1181.8,1847.8,1476.1851464508354,751.647471714107,-914.4239969643436,-1109.390970505651,856.45,1758.05,1458.3651454828423,-425.272707463934,746.9269345958853,-979.1122438731412,95.43075707491391,26.182997403203984,26.18299740320401,1.6718660918911594,0.4039870185044404,1.0000000000000022,0.5960129814955618,False,0.9999999999999954,0.671866091891164,False,False,1.038426144031776,0.0695330496565302,0.9688930943752456,-109.61,-0.3356159846831415,-508.39109359802274,-513.3591849951329,513.3591849951329,-841.3910935980227,-175.39109359802274,-151.2956858951602,-424.65310010585466,424.65310010585466,-1458.5456858951602,1155.9543141048398,True,True
pff_missedTackle,11396,2022100209,2431,pff_missedTackle,46199.0,25,Josh Sweat,PHI,253,DE,50.11,34.45333333333333,0.86,3.76,0.1,204.27,76.52999999999997,0.2329362001792354,0.9724920188084112,4.174928663127999,0.2395250507707515,-0.4110370925776936,951.28,925.1122076520654,221.58754850650303,217.58,211.59481345233408,50.68225843499803,50.68225843499803,1.3835291113861048,53454.0,Travis Etienne,JAX,50.2,32.483333333333334,6.03,1.73,0.61,60.65999999999997,34.90999999999997,0.8200520050897189,0.5722890082365131,0.6978691652292235,1.4329333488628024,0.8717274065385086,346.0,198.01199684983357,283.7379937610428,1206.0,690.1805439332347,988.982718138201,988.982718138201,0.2994383983019955,200,1.9720547659738044,-605.28,1297.28,-727.1002108022319,62.1504452545397,1123.124204501899,505.32554226754576,988.42,1423.58,478.5857304809007,938.3004597032028,901.7753573855688,1039.664976573199,51.86879789402618,34.874609488195446,34.874609488195446,1.8085473813772024,2.9160054972373306,1.0,1.9160054972373304,False,0.999999999999998,0.8085473813772043,False,False,2.10296207136884,0.4835830012002206,1.6193790701686193,-41.620000000000005,0.7475662909767522,711.1448612803648,668.5390444372288,668.5390444372288,365.1448612803648,1057.1448612803647,162.65547359072173,-144.5138516232199,144.5138516232199,-1043.3445264092784,1368.6554735907216,True,True
